rater_id,reference_title,soft_attribute,less_than,about_as,more_than
87,The Fugitive (1993),light-hearted,"[""Batman Begins (2005)""]","[""The Lord of the Rings: The Two Towers (2002)"",""Sin City (2005)"",""Star Wars: Episode IV - A New Hope (1977)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""Grosse Pointe Blank (1997)"",""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"",""Big (1988)"",""Naked Gun 33 1/3: The Final Insult (1994)"",""Toy Story (1995)""]"
87,Dead Poets Society (1989),long,"[""Naked Gun 33 1/3: The Final Insult (1994)"",""Mission: Impossible (1996)"",""Shrek 2 (2004)"",""Snow White and the Seven Dwarfs (1937)"",""Finding Nemo (2003)""]","[""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Kill Bill: Vol. 1 (2003)"",""Twister (1996)""]","[""The English Patient (1996)"",""Rocky (1976)""]"
87,The Little Mermaid (1989),mainstream,"[""What's Eating Gilbert Grape (1993)"",""Almost Famous (2000)"",""Beetlejuice (1988)"",""Gattaca (1997)""]","[""Jurassic Park (1993)"",""Mission: Impossible II (2000)"",""American Pie (1999)"",""Liar Liar (1997)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""Star Wars: Episode VI - Return of the Jedi (1983)""]"
87,Star Wars: Episode I - The Phantom Menace (1999),make you think,"[""Scream (1996)"",""Superman (1978)"",""Pretty Woman (1990)"",""Charlie's Angels (2000)"",""Beetlejuice (1988)""]","[""Independence Day (a.k.a. ID4) (1996)"",""Batman Begins (2005)"",""Forrest Gump (1994)"",""Titanic (1997)"",""Ransom (1996)""]",
87,Aladdin (1992),mindless,"[""Mission: Impossible II (2000)"",""Life Is Beautiful (La Vita è bella) (1997)"",""Rain Man (1988)"",""The Matrix Reloaded (2003)"",""Philadelphia (1993)""]","[""Grease (1978)"",""Mary Poppins (1964)"",""Toy Story (1995)"",""Honey, I Shrunk the Kids (1989)""]","[""Happy Gilmore (1996)""]"
87,The Breakfast Club (1985),mushy mushy,"[""Airplane! (1980)"",""The Santa Clause (1994)"",""Star Wars: Episode IV - A New Hope (1977)"",""Traffic (2000)"",""American History X (1998)""]","[""Shrek (2001)"",""The Nutty Professor (1996)""]","[""Gladiator (2000)"",""Annie Hall (1977)"",""Mrs. Doubtfire (1993)""]"
87,Mary Poppins (1964),original,"[""Clueless (1995)""]","[""Jumanji (1995)"",""Twister (1996)"",""Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"",""Face/Off (1997)"",""Mrs. Doubtfire (1993)"",""The Mummy (1999)"",""Shakespeare in Love (1998)""]","[""Seven (a.k.a. Se7en) (1995)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)""]"
87,Superman (1978),over the top,"[""The Truman Show (1998)"",""Philadelphia (1993)"",""Pretty Woman (1990)""]","[""Mission: Impossible II (2000)"",""X-Men (2000)"",""The Dark Knight (2008)"",""The Nightmare Before Christmas (1993)"",""Back to the Future (1985)"",""Back to the Future Part II (1989)"",""Men in Black (a.k.a. MIB) (1997)""]",
87,Jurassic Park (1993),overrated,"[""The Matrix Reloaded (2003)"",""Babe (1995)"",""Clueless (1995)""]","[""The Godfather (1972)"",""Cast Away (2000)"",""Harry Potter and the Chamber of Secrets (2002)"",""Aladdin (1992)"",""Titanic (1997)""]","[""Kill Bill: Vol. 1 (2003)"",""Batman (1989)""]"
87,Men in Black (a.k.a. MIB) (1997),playful,"[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Armageddon (1998)"",""Rocky (1976)"",""Braveheart (1995)"",""Twister (1996)""]","[""Grosse Pointe Blank (1997)"",""Aladdin (1992)"",""Home Alone (1990)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Monsters, Inc. (2001)""]",
87,E.T. the Extra-Terrestrial (1982),pointless,"[""Rushmore (1998)""]","[""The Lion King (1994)"",""Pulp Fiction (1994)"",""The Breakfast Club (1985)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)""]","[""Mission: Impossible (1996)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"",""Star Trek: Generations (1994)"",""Spider-Man 2 (2004)""]"
87,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),predictable,"[""Star Wars: Episode VI - Return of the Jedi (1983)""]","[""Few Good Men, A (1992)"",""Indiana Jones and the Last Crusade (1989)"",""Twister (1996)"",""Good Will Hunting (1997)"",""Willy Wonka & the Chocolate Factory (1971)"",""X2: X-Men United (2003)"",""Spider-Man (2002)""]","[""The Sound of Music (1965)"",""Babe (1995)""]"
87,Indiana Jones and the Temple of Doom (1984),realistic,"[""The Lost World: Jurassic Park (1997)"",""Interview with the Vampire: The Vampire Chronicles (1994)"",""The Lord of the Rings: The Fellowship of the Ring (2001)"",""The Lion King (1994)""]","[""Back to the Future (1985)""]","[""Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"",""Good Will Hunting (1997)"",""The Birdcage (1996)"",""The Cable Guy (1996)"",""The Godfather (1972)""]"
87,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),romantic,"[""Honey, I Shrunk the Kids (1989)"",""Jurassic Park (1993)""]","[""Requiem for a Dream (2000)"",""The Usual Suspects (1995)"",""The Nightmare Before Christmas (1993)"",""Catch Me If You Can (2002)"",""Armageddon (1998)""]","[""Good Will Hunting (1997)"",""Shrek (2001)"",""When Harry Met Sally... (1989)""]"
87,Top Gun (1986),sappy,"[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""The Nightmare Before Christmas (1993)"",""The Dark Knight (2008)""]","[""Minority Report (2002)"",""Who Framed Roger Rabbit? (1988)""]","[""Dumb & Dumber (Dumb and Dumber) (1994)"",""The Princess Bride (1987)"",""The American President (1995)"",""Ghost (1990)"",""Snow White and the Seven Dwarfs (1937)""]"
87,Clerks (1994),scary,,"[""The Lion King (1994)"",""Annie Hall (1977)"",""American Pie (1999)"",""Men in Black (a.k.a. MIB) (1997)"",""Apollo 13 (1995)""]","[""The Sixth Sense (1999)"",""The Lost World: Jurassic Park (1997)"",""Star Trek: Generations (1994)"",""The Lord of the Rings: The Return of the King (2003)"",""Batman Begins (2005)""]"
87,Mission: Impossible II (2000),serious,"[""Mary Poppins (1964)"",""Shrek 2 (2004)"",""Shakespeare in Love (1998)"",""The Sound of Music (1965)"",""Charlie's Angels (2000)"",""Airplane! (1980)""]","[""Interview with the Vampire: The Vampire Chronicles (1994)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Star Trek: Generations (1994)""]","[""Ransom (1996)""]"
87,Meet the Parents (2000),simplistic script,"[""The Terminator (1984)"",""Mission: Impossible (1996)"",""Indiana Jones and the Temple of Doom (1984)"",""The Mummy (1999)"",""Back to the Future Part III (1990)"",""Beauty and the Beast (1991)"",""The Lion King (1994)""]","[""Erin Brockovich (2000)"",""Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"",""Top Gun (1986)""]",
87,Naked Gun 33 1/3: The Final Insult (1994),slow-paced,"[""Gladiator (2000)"",""Beetlejuice (1988)"",""The Lost World: Jurassic Park (1997)"",""Superman (1978)""]","[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Back to the Future Part III (1990)""]","[""Dead Poets Society (1989)"",""Apollo 13 (1995)"",""Forrest Gump (1994)"",""Ransom (1996)""]"
87,Jumanji (1995),tearful,"[""Honey, I Shrunk the Kids (1989)"",""The Incredibles (2004)"",""The Lost World: Jurassic Park (1997)"",""The Fugitive (1993)"",""The Dark Knight (2008)"",""The Departed (2006)""]","[""Good Will Hunting (1997)"",""Shrek 2 (2004)""]","[""Toy Story 2 (1999)"",""Cast Away (2000)""]"
87,Back to the Future Part II (1989),terrifying,"[""What's Eating Gilbert Grape (1993)"",""Toy Story (1995)""]","[""Dances with Wolves (1990)"",""Last Action Hero (1993)"",""Back to the Future Part III (1990)"",""Finding Nemo (2003)""]","[""Face/Off (1997)"",""Schindler's List (1993)"",""American History X (1998)"",""Gladiator (2000)""]"
87,Twister (1996),tongue and cheek,,"[""The Lord of the Rings: The Return of the King (2003)"",""American Beauty (1999)"",""The Terminator (1984)"",""The Mummy (1999)"",""Apollo 13 (1995)"",""Superman (1978)""]","[""The Incredibles (2004)"",""Liar Liar (1997)"",""Shrek (2001)"",""The Mask (1994)""]"
87,E.T. the Extra-Terrestrial (1982),twisty,"[""The Princess Bride (1987)"",""Monty Python and the Holy Grail (1975)"",""My Cousin Vinny (1992)"",""American Pie (1999)"",""Mrs. Doubtfire (1993)"",""Clerks (1994)""]","[""Spider-Man 2 (2004)"",""Eternal Sunshine of the Spotless Mind (2004)"",""Home Alone (1990)""]","[""Mission: Impossible (1996)""]"
87,Dances with Wolves (1990),typical,"[""Star Wars: Episode I - The Phantom Menace (1999)"",""The Dark Knight (2008)"",""X2: X-Men United (2003)"",""Honey, I Shrunk the Kids (1989)""]","[""Pulp Fiction (1994)"",""Top Gun (1986)""]","[""There's Something About Mary (1998)"",""Twister (1996)"",""Saving Private Ryan (1998)"",""Mr. Holland's Opus (1995)""]"
87,The Departed (2006),unique story,"[""Home Alone (1990)"",""There's Something About Mary (1998)"",""Mr. Holland's Opus (1995)""]","[""Grosse Pointe Blank (1997)"",""Cast Away (2000)"",""Forrest Gump (1994)"",""Fargo (1996)""]","[""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Schindler's List (1993)"",""The Lost World: Jurassic Park (1997)""]"
87,The Wizard of Oz (1939),unrealistic,"[""Contact (1997)"",""Star Trek: First Contact (1996)"",""Monsters, Inc. (2001)""]","[""Kill Bill: Vol. 1 (2003)""]","[""Ace Ventura: Pet Detective (1994)"",""Liar Liar (1997)"",""The Sixth Sense (1999)"",""Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"",""Leaving Las Vegas (1995)"",""The Fugitive (1993)""]"
87,Beetlejuice (1988),violent,"[""Clueless (1995)"",""Snow White and the Seven Dwarfs (1937)"",""There's Something About Mary (1998)""]","[""Ace Ventura: Pet Detective (1994)"",""The Piano (1993)""]","[""Star Wars: Episode IV - A New Hope (1977)"",""Men in Black (a.k.a. MIB) (1997)"",""The Terminator (1984)"",""Superman (1978)"",""The Matrix Reloaded (2003)""]"
87,Harry Potter and the Chamber of Secrets (2002),well directed,"[""What's Eating Gilbert Grape (1993)""]","[""The Mask (1994)"",""Mr. Holland's Opus (1995)"",""The Truman Show (1998)"",""Dead Man Walking (1995)"",""Kill Bill: Vol. 1 (2003)"",""Batman (1989)"",""The Incredibles (2004)""]","[""E.T. the Extra-Terrestrial (1982)"",""Being John Malkovich (1999)""]"
88,E.T. the Extra-Terrestrial (1982),action filled,"[""The Little Mermaid (1989)"",""Finding Nemo (2003)""]","[""Austin Powers: International Man of Mystery (1997)"",""Fish Called Wanda, A (1988)"",""The Firm (1993)"",""Grease (1978)""]","[""Aliens (1986)"",""Star Wars: Episode I - The Phantom Menace (1999)"",""Minority Report (2002)"",""Superman (1978)""]"
88,Casablanca (1942),animated,"[""The Nightmare Before Christmas (1993)"",""Inception (2010)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Beetlejuice (1988)"",""When Harry Met Sally... (1989)"",""The Net (1995)"",""Catch Me If You Can (2002)""]","[""Willy Wonka & the Chocolate Factory (1971)"",""Grease (1978)"",""Mary Poppins (1964)""]"
88,Austin Powers: International Man of Mystery (1997),artsy,"[""Groundhog Day (1993)"",""Mission: Impossible (1996)"",""Jurassic Park (1993)"",""Taxi Driver (1976)"",""Citizen Kane (1941)"",""Big (1988)""]","[""X2: X-Men United (2003)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Jumanji (1995)"",""The Lord of the Rings: The Two Towers (2002)""]"
88,Willy Wonka & the Chocolate Factory (1971),believable,"[""The Lord of the Rings: The Two Towers (2002)"",""E.T. the Extra-Terrestrial (1982)"",""Terminator 2: Judgment Day (1991)"",""Congo (1995)""]","[""Superman (1978)"",""The Dark Knight (2008)"",""Independence Day (a.k.a. ID4) (1996)""]","[""Meet the Parents (2000)"",""Butch Cassidy and the Sundance Kid (1969)"",""The Hunt for Red October (1990)""]"
88,Grease (1978),big budget,"[""The Nightmare Before Christmas (1993)"",""Romancing the Stone (1984)"",""Office Space (1999)""]","[""Die Hard 2 (1990)"",""Pleasantville (1998)"",""Happy Gilmore (1996)"",""The Breakfast Club (1985)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)""]","[""Mission: Impossible (1996)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
88,Aliens (1986),bizarre,"[""Babe (1995)"",""Grease (1978)""]","[""Star Wars: Episode IV - A New Hope (1977)"",""Willy Wonka & the Chocolate Factory (1971)"",""Indiana Jones and the Temple of Doom (1984)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Jurassic Park (1993)"",""Jaws (1975)""]","[""Interview with the Vampire: The Vampire Chronicles (1994)"",""Edward Scissorhands (1990)""]"
88,The Little Mermaid (1989),boring,"[""Liar Liar (1997)"",""Austin Powers: International Man of Mystery (1997)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Home Alone (1990)"",""X2: X-Men United (2003)""]","[""Beetlejuice (1988)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Titanic (1997)""]","[""The Matrix Reloaded (2003)"",""The Lion King (1994)""]"
88,Ocean's Eleven (2001),budget,"[""The Little Mermaid (1989)"",""Fish Called Wanda, A (1988)"",""Ace Ventura: When Nature Calls (1995)"",""Happy Gilmore (1996)""]","[""The Truman Show (1998)"",""Forrest Gump (1994)""]","[""Mission: Impossible II (2000)"",""Die Hard (1988)"",""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Indiana Jones and the Temple of Doom (1984)""]"
88,"Honey, I Shrunk the Kids (1989)",cartoonish,"[""Star Wars: Episode IV - A New Hope (1977)"",""Batman Begins (2005)"",""Braveheart (1995)"",""Titanic (1997)"",""The Silence of the Lambs (1991)"",""Minority Report (2002)""]","[""Raising Arizona (1987)"",""Men in Black (a.k.a. MIB) (1997)"",""Mrs. Doubtfire (1993)""]","[""The Santa Clause (1994)""]"
88,The Incredibles (2004),cheesy,"[""Air Force One (1997)"",""Jaws (1975)"",""Inception (2010)""]","[""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"",""The Firm (1993)"",""Fish Called Wanda, A (1988)""]","[""Braveheart (1995)"",""Jumanji (1995)"",""Naked Gun 33 1/3: The Final Insult (1994)"",""Coneheads (1993)""]"
88,Jaws (1975),complicated,"[""Mary Poppins (1964)"",""Airplane! (1980)"",""Monsters, Inc. (2001)"",""Mrs. Doubtfire (1993)"",""Aladdin (1992)""]","[""Galaxy Quest (1999)"",""Star Wars: Episode IV - A New Hope (1977)"",""Die Hard (1988)"",""Charlie's Angels (2000)""]","[""Jurassic Park (1993)""]"
88,Willy Wonka & the Chocolate Factory (1971),confusing,"[""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Air Force One (1997)"",""Run Lola Run (Lola rennt) (1998)""]","[""Fight Club (1999)"",""Bug's Life, A (1998)"",""Jurassic Park (1993)""]","[""Big (1988)"",""The Matrix Reloaded (2003)"",""Interview with the Vampire: The Vampire Chronicles (1994)""]"
88,Indiana Jones and the Temple of Doom (1984),crazy gore,"[""Home Alone (1990)"",""Young Frankenstein (1974)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Ace Ventura: When Nature Calls (1995)"",""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"",""Ocean's Eleven (2001)"",""Back to the Future (1985)""]","[""Air Force One (1997)"",""Batman Forever (1995)""]","[""Congo (1995)""]"
88,My Cousin Vinny (1992),dense,"[""Shrek 2 (2004)"",""The Cable Guy (1996)""]","[""Robin Hood: Men in Tights (1993)"",""Rear Window (1954)"",""Dead Poets Society (1989)"",""Batman (1989)"",""The Dark Knight (2008)""]","[""Lethal Weapon (1987)"",""Men in Black (a.k.a. MIB) (1997)"",""Braveheart (1995)""]"
88,Indiana Jones and the Last Crusade (1989),documentary style,"[""Austin Powers: International Man of Mystery (1997)"",""Four Weddings and a Funeral (1994)"",""Spider-Man 2 (2004)"",""The Little Mermaid (1989)"",""The Mask (1994)""]","[""Meet the Parents (2000)"",""Die Hard (1988)"",""Catch Me If You Can (2002)""]","[""Blade Runner (1982)"",""Ocean's Eleven (2001)""]"
88,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),dramatic,"[""Willy Wonka & the Chocolate Factory (1971)"",""The Mask (1994)"",""Toy Story (1995)"",""Aladdin (1992)"",""The Blues Brothers (1980)""]","[""Star Wars: Episode VI - Return of the Jedi (1983)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Catch Me If You Can (2002)"",""Four Weddings and a Funeral (1994)""]","[""Airplane! (1980)""]"
88,The Lion King (1994),dynamic,"[""Shrek 2 (2004)""]","[""2001: A Space Odyssey (1968)"",""The Breakfast Club (1985)"",""Beauty and the Beast (1991)"",""Batman (1989)"",""Grease (1978)"",""Taxi Driver (1976)""]","[""Ocean's Eleven (2001)"",""Star Wars: Episode V - The Empire Strikes Back (1980)"",""X2: X-Men United (2003)""]"
88,The Lost World: Jurassic Park (1997),entertaining,"[""Shrek 2 (2004)"",""Back to the Future Part III (1990)"",""The Nightmare Before Christmas (1993)"",""Snow White and the Seven Dwarfs (1937)""]","[""My Cousin Vinny (1992)"",""Minority Report (2002)"",""Congo (1995)""]","[""X2: X-Men United (2003)"",""Indiana Jones and the Last Crusade (1989)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)""]"
88,The Fugitive (1993),exaggerated,"[""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""Gone with the Wind (1939)""]","[""Grease (1978)"",""While You Were Sleeping (1995)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""The Cable Guy (1996)""]","[""Home Alone (1990)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Honey, I Shrunk the Kids (1989)"",""Austin Powers: International Man of Mystery (1997)""]"
88,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),factual,"[""Coneheads (1993)"",""Monsters, Inc. (2001)""]","[""Star Wars: Episode VI - Return of the Jedi (1983)"",""Back to the Future Part III (1990)"",""Jurassic Park (1993)"",""The Dark Knight (2008)"",""The Princess Bride (1987)""]","[""Office Space (1999)"",""The Hunt for Red October (1990)"",""Catch Me If You Can (2002)""]"
88,Toy Story (1995),far-fetched,"[""It's a Wonderful Life (1946)"",""Gone with the Wind (1939)""]","[""The Santa Clause (1994)"",""Indiana Jones and the Last Crusade (1989)"",""Forrest Gump (1994)"",""Spider-Man (2002)"",""When Harry Met Sally... (1989)""]","[""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""The Cable Guy (1996)"",""2001: A Space Odyssey (1968)""]"
88,RoboCop (1987),feels real,"[""X-Men (2000)"",""The Lord of the Rings: The Two Towers (2002)""]","[""Star Wars: Episode IV - A New Hope (1977)"",""Coneheads (1993)"",""The Terminator (1984)"",""Blade Runner (1982)""]","[""When Harry Met Sally... (1989)"",""American Pie (1999)"",""Minority Report (2002)"",""The Cable Guy (1996)""]"
88,Eraser (1996),fictionalized,"[""Grease (1978)"",""American Pie (1999)""]","[""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""Much Ado About Nothing (1993)"",""Forrest Gump (1994)"",""Batman (1989)""]","[""RoboCop (1987)"",""Jaws (1975)"",""Monsters, Inc. (2001)"",""Dumb & Dumber (Dumb and Dumber) (1994)""]"
88,The Mask (1994),funny,"[""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""The Dark Knight (2008)"",""Jaws (1975)""]","[""Toy Story (1995)"",""The Lion King (1994)"",""The Wizard of Oz (1939)""]","[""The Santa Clause (1994)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Young Frankenstein (1974)""]"
88,"Honey, I Shrunk the Kids (1989)",gory,"[""Shrek (2001)""]","[""Mrs. Doubtfire (1993)"",""Gone with the Wind (1939)"",""Sense and Sensibility (1995)"",""Dead Poets Society (1989)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]","[""Indiana Jones and the Last Crusade (1989)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""The Terminator (1984)"",""Superman (1978)""]"
88,Dead Poets Society (1989),harsh,"[""Back to the Future (1985)"",""The Wizard of Oz (1939)"",""The Nightmare Before Christmas (1993)""]","[""Groundhog Day (1993)"",""The Net (1995)"",""Charlie's Angels (2000)"",""Forrest Gump (1994)"",""Spider-Man (2002)""]","[""Fish Called Wanda, A (1988)"",""Star Wars: Episode I - The Phantom Menace (1999)""]"
88,Austin Powers: International Man of Mystery (1997),heartfelt,"[""Clear and Present Danger (1994)"",""The Terminator (1984)"",""Jaws (1975)"",""Total Recall (1990)""]","[""Happy Gilmore (1996)"",""The Lord of the Rings: The Fellowship of the Ring (2001)"",""Batman Forever (1995)"",""Monty Python and the Holy Grail (1975)"",""Fargo (1996)""]","[""Shrek 2 (2004)""]"
88,Rear Window (1954),impactful,"[""Home Alone (1990)"",""American Pie (1999)"",""Naked Gun 33 1/3: The Final Insult (1994)"",""Toy Story 2 (1999)""]","[""E.T. the Extra-Terrestrial (1982)"",""Mary Poppins (1964)"",""The Birdcage (1996)"",""Big (1988)""]","[""The Lord of the Rings: The Two Towers (2002)"",""X-Men (2000)""]"
88,Fight Club (1999),incomprehensible,"[""Raising Arizona (1987)"",""Bug's Life, A (1998)"",""The Incredibles (2004)""]","[""Die Hard: With a Vengeance (1995)"",""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"",""Jaws (1975)"",""The Net (1995)"",""True Lies (1994)""]","[""Back to the Future Part II (1989)"",""Inception (2010)""]"
88,Beauty and the Beast (1991),intense,"[""Airplane! (1980)""]","[""While You Were Sleeping (1995)"",""Clueless (1995)"",""Back to the Future (1985)"",""The Little Mermaid (1989)"",""The Breakfast Club (1985)"",""The Blues Brothers (1980)""]","[""Fight Club (1999)"",""Men in Black (a.k.a. MIB) (1997)"",""Aliens (1986)""]"
88,Home Alone (1990),interesting,"[""Dumb & Dumber (Dumb and Dumber) (1994)"",""Finding Nemo (2003)"",""Mary Poppins (1964)""]","[""Fish Called Wanda, A (1988)"",""Groundhog Day (1993)"",""2001: A Space Odyssey (1968)"",""Big (1988)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)""]","[""The Silence of the Lambs (1991)"",""The Terminator (1984)""]"
88,E.T. the Extra-Terrestrial (1982),juvenile humor,"[""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"",""The Birdcage (1996)"",""Titanic (1997)"",""Batman Begins (2005)""]","[""Honey, I Shrunk the Kids (1989)"",""The Breakfast Club (1985)"",""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"",""Robin Hood: Men in Tights (1993)"",""Forrest Gump (1994)""]","[""Back to the Future Part II (1989)""]"
88,Taxi Driver (1976),light-hearted,"[""The Lord of the Rings: The Two Towers (2002)"",""The Mummy (1999)"",""Trainspotting (1996)""]","[""Robin Hood: Men in Tights (1993)"",""Big (1988)"",""Batman (1989)"",""X-Men (2000)""]","[""Monsters, Inc. (2001)"",""Monty Python and the Holy Grail (1975)"",""Dumb & Dumber (Dumb and Dumber) (1994)""]"
88,Fargo (1996),long,"[""Run Lola Run (Lola rennt) (1998)""]","[""Monsters, Inc. (2001)"",""Ace Ventura: Pet Detective (1994)"",""Edward Scissorhands (1990)""]","[""Congo (1995)"",""2001: A Space Odyssey (1968)"",""Minority Report (2002)"",""The Lost World: Jurassic Park (1997)"",""Much Ado About Nothing (1993)"",""It's a Wonderful Life (1946)""]"
88,The Net (1995),mainstream,"[""Braveheart (1995)"",""Beetlejuice (1988)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)""]","[""Airplane! (1980)"",""Four Weddings and a Funeral (1994)"",""The Terminator (1984)"",""Taxi Driver (1976)""]","[""Air Force One (1997)"",""Spider-Man 2 (2004)""]"
88,Babe (1995),make you think,"[""Bug's Life, A (1998)"",""The Little Mermaid (1989)""]","[""Back to the Future (1985)"",""Mary Poppins (1964)"",""Office Space (1999)"",""Jurassic Park (1993)"",""Spider-Man 2 (2004)""]","[""The Lord of the Rings: The Two Towers (2002)"",""The Matrix Reloaded (2003)"",""Independence Day (a.k.a. ID4) (1996)""]"
88,Shrek (2001),mindless,"[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Total Recall (1990)"",""Jaws (1975)"",""When Harry Met Sally... (1989)""]","[""The Little Mermaid (1989)"",""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"",""My Cousin Vinny (1992)"",""Taxi Driver (1976)""]","[""Dumb & Dumber (Dumb and Dumber) (1994)"",""The Nightmare Before Christmas (1993)""]"
88,The Lion King (1994),mushy mushy,"[""Die Hard: With a Vengeance (1995)"",""Jumanji (1995)"",""Jurassic Park (1993)"",""The Lord of the Rings: The Fellowship of the Ring (2001)"",""Beetlejuice (1988)""]","[""The Truman Show (1998)"",""Meet the Parents (2000)""]","[""Grease (1978)"",""Beauty and the Beast (1991)"",""Gone with the Wind (1939)""]"
88,Shrek (2001),original,"[""Spider-Man (2002)"",""Edward Scissorhands (1990)""]","[""The Breakfast Club (1985)"",""Back to the Future Part II (1989)"",""Mrs. Doubtfire (1993)"",""The Lost World: Jurassic Park (1997)""]","[""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""Mission: Impossible II (2000)"",""Mars Attacks! (1996)"",""Independence Day (a.k.a. ID4) (1996)""]"
88,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),over the top,"[""My Cousin Vinny (1992)"",""Catch Me If You Can (2002)""]","[""Fargo (1996)"",""The Birdcage (1996)"",""The Lord of the Rings: The Fellowship of the Ring (2001)"",""Fight Club (1999)"",""Batman Forever (1995)""]","[""Airplane! (1980)"",""Inception (2010)"",""The Terminator (1984)""]"
88,Men in Black (a.k.a. MIB) (1997),overrated,"[""Toy Story 2 (1999)"",""E.T. the Extra-Terrestrial (1982)""]","[""Die Hard (1988)"",""True Lies (1994)"",""Willy Wonka & the Chocolate Factory (1971)"",""The Bourne Identity (2002)"",""Clear and Present Danger (1994)"",""My Cousin Vinny (1992)""]","[""Interview with the Vampire: The Vampire Chronicles (1994)"",""The Truman Show (1998)""]"
88,Home Alone (1990),playful,"[""The Hunt for Red October (1990)"",""Aliens (1986)"",""Terminator 2: Judgment Day (1991)"",""Braveheart (1995)"",""Batman Begins (2005)""]","[""Star Wars: Episode IV - A New Hope (1977)"",""Harry Potter and the Chamber of Secrets (2002)"",""Edward Scissorhands (1990)""]","[""Back to the Future Part II (1989)"",""Willy Wonka & the Chocolate Factory (1971)""]"
88,Home Alone (1990),pointless,"[""Die Hard: With a Vengeance (1995)"",""Charlie's Angels (2000)"",""Minority Report (2002)"",""Men in Black (a.k.a. MIB) (1997)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Gone with the Wind (1939)""]","[""Toy Story (1995)"",""Waterworld (1995)""]","[""Dumb & Dumber (Dumb and Dumber) (1994)"",""Finding Nemo (2003)""]"
